證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label,年份,訓練年份,測試年份,使用準則,最大深度,選股類型
2332,友訊         ,199912,20731,22.93,0.0357627332691179,1.0606,0.54962,0.061444,0.10685,0.060182,0.055366,0.739,245.32,139.48,3.21,6.71,34.54,32.52,-49.324,0,1999,1998,1999,gini,3,預測為高於平均
2396,精碟         ,199912,20442,39.03,0.175874415683531,1.0592,1.4965,0.14025,0.23602,0.32713,0.33342,0.68283,109.83,49.4,9.7,5.67,494.42,459.08,-37.689,1,1999,1998,1999,gini,3,預測為高於平均
2333,碧悠         ,199912,20400,71.79,0.721758033391102,5.1573,10.1255,0.041474,0.054528,0.051956,0.10707,0.31473,183.16,71.11,2.39,4.87,-49.78,-11.46,-10.0432,1,1999,1998,1999,gini,3,預測為高於平均
2379,瑞昱         ,199912,20386,36.36,0.47348599296532,1.7405,1.7175,0.19286,0.2346,0.24561,0.23154,0.21641,218.8,189.88,9.74,5.76,62.58,67.56,-3.3828,1,1999,1998,1999,gini,3,預測為高於平均
3035,智原         ,199912,20261,43.75,0.152721200438232,2.575,1.8214,0.25338,0.34473,0.22445,0.24395,0.36054,308.06,271.08,9.85,6.0,49.34,60.28,-15.1771,1,1999,1998,1999,gini,3,預測為高於平均
2105,正新         ,199912,20035,7.51,0.341124607049109,0.50881,0.40011,0.053995,0.10723,0.13485,0.084295,0.98598,158.52,88.46,3.8,8.2,29.09,22.1,-13.8482,1,1999,1998,1999,gini,3,預測為高於平均
2206,三陽         ,199912,19169,14.44,0.607389213768347,0.91916,0.33234,0.050976,0.085184,0.030351,0.030802,0.67106,167.43,114.19,12.39,12.63,0.76,-3.87,-40.374,1,1999,1998,1999,gini,3,預測為高於平均
2384,勝華         ,199912,19036,28.81,0.191745255461798,1.5195,1.1294,0.089675,0.14568,0.14705,0.10827,0.62448,198.88,72.12,2.31,8.46,17.29,14.46,-42.8671,1,1999,1998,1999,gini,3,預測為高於平均
1310,台苯         ,199912,18988,26.2,0.738426839976942,1.9124,1.3996,0.080699,0.12226,0.086467,0.091468,0.51497,189.39,100.51,10.59,11.58,357.45,576.96,-47.0229,1,1999,1998,1999,gini,3,預測為高於平均
1451,年興         ,199912,18900,21.72,0.917424342049382,1.3686,1.1947,0.16456,0.23691,0.2372,0.20683,0.43968,277.31,151.31,4.0,12.27,70.36,88.12,-34.9908,1,1999,1998,1999,gini,3,預測為高於平均
9801,力霸         ,199912,18868,47.57,0.269061586686018,4.7286,7.2076,0.011591,0.029097,-0.043942,0.04434,1.5103,115.97,41.68,1.2,3.84,-252.46,-47.61,-81.6691,0,1999,1998,1999,gini,3,預測為高於平均
5375,慧智         ,199912,18627,54.69,0.765500016621438,3.0536,3.0434,0.053503,0.075668,0.070455,0.075412,0.41427,378.85,314.49,6.09,5.43,-19.89,-0.3,-80.8009,0,1999,1998,1999,gini,3,預測為高於平均
2604,立榮         ,199912,9914,15.41,0.138874202829155,0.94308,0.39553,0.0044978,0.013868,0.044589,0.0058164,2.0832,96.32,90.01,0.0,6.31,-35.07,-65.47,-29.3965,1,1999,1998,1999,gini,3,預測為高於平均
2422,國聯         ,199912,9908,37.02,0.696266337082995,2.5321,5.9137,0.086538,0.14429,0.25989,0.33702,0.66736,653.67,508.54,1.62,4.99,-30.73,-23.1,-56.456,0,1999,1998,1999,gini,3,預測為高於平均
2412,中華電       ,200012,723579,32.85,0.560559527354885,0.94342,1.6959,0.087169,0.12092,0.28824,0.21732,0.38722,52.38,38.66,26.88,8.27,1.66,-2.48,-23.0441,0,2000,1999,2000,gini,5,預測為高於平均
2317,鴻海         ,200012,239728,29.94,0.696667200555228,0.98293,0.44468,0.117,0.23346,0.10692,0.10561,0.99543,175.03,113.35,6.37,5.36,42.67,38.88,18.9379,0,2000,1999,2000,gini,5,預測為高於平均
1303,南亞         ,200012,194643,14.65,0.58279096517584,0.61169,0.49426,0.068596,0.1477,0.082707,0.13569,1.1532,124.17,66.15,4.58,6.08,16.42,73.26,-17.4744,0,2000,1999,2000,gini,5,預測為高於平均
1301,台塑         ,200012,178384,17.7,0.815397211477421,0.78527,1.0859,0.076051,0.14855,0.073032,0.20535,0.95323,123.43,58.7,5.21,18.11,4.61,62.54,-21.7514,0,2000,1999,2000,gini,5,預測為高於平均
2002,中鋼         ,200012,174092,6.53,0.879013904597178,0.42568,0.5708,0.088914,0.13799,0.21087,0.18464,0.55199,172.81,82.54,4.42,55.8,43.44,22.88,-22.2052,0,2000,1999,2000,gini,5,預測為高於平均
2357,華碩         ,200012,152009,145.92,0.988911616079589,4.2222,3.2326,0.24625,0.28887,0.1937,0.2212,0.17309,535.94,455.95,8.68,13.55,8.58,9.53,101.7475,1,2000,1999,2000,gini,5,預測為高於平均
2382,廣達         ,200012,137928,25.17,0.000522375356944771,1.2974,0.4994,0.18389,0.26848,0.082391,0.10332,0.46002,221.75,172.04,13.33,7.56,-19.93,-7.55,75.0099,1,2000,1999,2000,gini,5,預測為高於平均
1326,台化         ,200012,101519,10.12,0.612566469483999,0.42325,0.57598,0.076337,0.14528,0.069016,0.19773,0.90319,102.5,35.2,3.15,12.1,122.97,44.73,-6.0277,0,2000,1999,2000,gini,5,預測為高於平均
2308,台達電       ,200012,98785,32.72,0.527680069338442,1.2489,0.61216,0.10757,0.20842,0.088729,0.10218,0.93759,195.04,149.86,7.11,4.54,27.53,44.36,-25.3667,0,2000,1999,2000,gini,5,預測為高於平均
2313,華通         ,200012,94748,105.64,0.479523385210219,4.5831,3.1126,0.094867,0.20434,0.17035,0.13878,1.1539,194.22,140.28,6.14,6.01,115.8,170.09,-55.8027,0,2000,1999,2000,gini,5,預測為高於平均
5387,茂德         ,200012,79886,19.45,0.801347605521952,1.3019,2.5425,0.11542,0.16243,0.41249,0.31731,0.40726,241.18,202.97,7.86,5.14,11.32,8.73,26.6324,0,2000,1999,2000,gini,5,預測為高於平均
1402,遠東新       ,200012,72080,11.58,0.227842935706042,0.70182,0.49957,0.0013875,0.0034641,0.055947,0.0032036,1.4966,94.82,67.49,7.51,7.92,-10.35,-50.0,-41.3644,0,2000,1999,2000,gini,5,預測為高於平均
2475,華映         ,200012,71668,13.57,0.49809429119639,0.99341,0.67782,0.085768,0.15871,0.14091,0.109,0.85042,131.91,95.37,8.79,5.28,23.53,19.35,94.1783,1,2000,1999,2000,gini,5,預測為高於平均
1216,統一         ,200012,69479,11.34,0.900852488532005,0.88732,0.67945,0.034372,0.085717,0.019287,0.065635,1.4938,67.79,41.64,7.11,11.09,7.81,-18.9,-35.5379,0,2000,1999,2000,gini,5,預測為高於平均
2324,仁寶         ,200012,69431,13.38,0.574661219130188,0.65685,0.27074,0.11902,0.19234,0.068505,0.07928,0.61595,173.84,117.87,10.23,9.08,5.84,10.69,26.4574,0,2000,1999,2000,gini,5,預測為高於平均
2311,日月光       ,200012,60268,9.49,0.845178185054037,0.59798,0.51325,0.053877,0.10474,0.19407,0.11469,0.944,118.99,97.05,12.49,6.09,103.71,-14.05,74.2887,1,2000,1999,2000,gini,5,預測為高於平均
2342,茂矽         ,200012,51798,100.9,0.585987035826476,6.5265,10.2437,0.024113,0.040152,0.0075966,0.073158,0.66513,259.83,119.25,4.5,6.35,105.85,-26.7,5.9267,0,2000,1999,2000,gini,5,預測為高於平均
2371,大同         ,200012,50800,11.8,0.246734525985975,0.8351,0.30117,0.022504,0.051106,0.032486,0.025799,1.271,102.23,68.12,8.22,6.28,12.74,-3.2,-10.5932,0,2000,1999,2000,gini,5,預測為高於平均
2401,凌陽         ,200012,48655,56.34,0.666416217319468,2.9283,3.3219,0.26079,0.30484,0.28857,0.34701,0.16891,404.5,304.36,5.49,6.36,39.06,71.88,13.1168,0,2000,1999,2000,gini,5,預測為高於平均
1605,華新         ,200012,45681,9.35,0.625959785171583,0.52617,0.79642,0.081829,0.12695,0.047639,0.20515,0.55143,139.99,91.11,5.27,5.93,56.59,179.88,-29.4118,0,2000,1999,2000,gini,5,預測為高於平均
2603,長榮         ,200012,44275,11.91,0.660944557947342,0.69406,0.39437,0.012138,0.036369,0.074172,0.020753,1.9963,71.43,62.18,0.0,5.6,19.92,39.63,-40.3023,0,2000,1999,2000,gini,5,預測為高於平均
2356,英業達       ,200012,40450,8.79,0.982303222883606,0.57602,0.12033,0.090567,0.17721,0.018585,0.038205,0.95668,168.44,114.62,10.36,6.59,-28.58,24.9,13.5381,0,2000,1999,2000,gini,5,預測為高於平均
5346,力晶         ,200012,30405,8.01,0.86271071869967,0.45693,0.78684,0.098956,0.12987,0.24826,0.22367,0.31244,181.03,133.52,5.73,9.35,441.24,608.56,76.9039,1,2000,1999,2000,gini,5,預測為高於平均
2618,長榮航       ,200012,30240,11.18,0.484296511212103,0.74286,0.4305,0.023274,0.07945,0.090935,0.046044,2.4136,85.28,39.01,0.0,10.27,26.22,115.48,12.0751,0,2000,1999,2000,gini,5,預測為高於平均
2325,矽品         ,200012,28899,7.87,0.844855674576263,0.44843,0.66302,0.077177,0.11564,0.15602,0.17093,0.49844,282.76,229.72,10.04,5.29,87.47,113.8,99.7459,1,2000,1999,2000,gini,5,預測為高於平均
9904,寶成         ,200012,28516,7.09,0.209405084020935,0.48796,0.54961,0.054454,0.12914,0.058902,0.14753,1.3716,117.38,104.02,10.16,5.82,82.36,-37.06,37.2355,1,2000,1999,2000,gini,5,預測為高於平均
5347,世界         ,200012,28490,15.49,0.552291341538775,1.5459,1.7622,0.064835,0.11672,0.15192,0.13304,0.80024,181.45,130.82,6.2,7.67,246.44,239.18,22.7243,0,2000,1999,2000,gini,5,預測為高於平均
2615,萬海         ,200012,25790,7.75,0.629883385064421,0.61024,0.33725,0.070514,0.1157,0.082425,0.064107,0.64075,121.18,113.88,0.0,33.11,-13.59,-20.86,-33.9355,0,2000,1999,2000,gini,5,預測為高於平均
5522,遠雄         ,200012,25262,23.14,0.0319910157625669,1.5667,1.2841,0.063199,0.20919,0.26857,0.1716,2.3101,139.11,13.47,0.34,9.16,30.33,-2.26,-53.7165,0,2000,1999,2000,gini,5,預測為高於平均
2609,陽明         ,200012,24754,7.25,0.614713419117141,0.51565,0.24719,0.023578,0.04795,0.018921,0.022987,1.0336,136.13,116.4,0.0,33.09,-44.98,-28.31,-40.4138,0,2000,1999,2000,gini,5,預測為高於平均
1434,福懋         ,200012,23627,8.11,0.362411462273053,0.59457,0.56912,0.06363,0.11833,0.1234,0.11477,0.85961,147.1,83.42,3.96,5.42,35.81,37.65,-33.2922,0,2000,1999,2000,gini,5,預測為高於平均
5441,聯友光電     ,200012,21580,14.13,0.0495325790420612,0.92899,1.7107,0.025996,0.055697,0.023243,0.10253,1.1425,119.31,71.58,3.67,13.22,124.26,7869.19,-100.0,0,2000,1999,2000,gini,5,預測為高於平均
2347,聯強         ,200012,21495,11.81,0.489569989177322,0.39314,0.087598,0.066257,0.10958,0.036246,0.024418,0.65387,196.51,123.12,12.0,8.17,40.54,-11.09,26.9263,0,2000,1999,2000,gini,5,預測為高於平均
2409,友達         ,200012,21450,9.7,0.192510396062075,0.46411,0.71905,0.039109,0.076612,0.063838,0.11868,0.95893,151.18,80.79,5.43,9.88,409.66,191.56,126.3918,1,2000,1999,2000,gini,5,預測為高於平均
2379,瑞昱         ,200012,19932,35.13,0.123083747545945,1.5261,1.4595,0.2385,0.32961,0.31664,0.31527,0.38201,488.85,413.77,8.38,7.5,116.21,128.36,199.0037,1,2000,1999,2000,gini,5,預測為高於平均
2105,正新         ,200012,16720,6.47,0.189072174472614,0.41474,0.3296,0.056761,0.10996,0.11948,0.087366,0.93733,154.98,91.66,3.93,7.77,-2.69,17.75,18.7017,0,2000,1999,2000,gini,5,預測為高於平均
1451,年興         ,200012,15707,14.12,0.0426524109111434,0.96911,0.84652,0.10568,0.15837,0.16386,0.13852,0.4986,269.98,154.51,3.83,10.09,-16.72,-19.31,-12.7479,0,2000,1999,2000,gini,5,預測為高於平均
2315,神達         ,200012,14903,8.65,0.635197916859882,0.52552,0.046262,0.035107,0.099763,0.020013,0.010949,1.8417,124.3,56.64,10.29,15.0,27.17,17.18,26.3584,0,2000,1999,2000,gini,5,預測為高於平均
2373,震旦行       ,200012,14604,24.99,0.28186685588043,2.1341,0.61918,0.017893,0.046216,0.018536,0.014441,1.5828,147.3,92.02,7.21,6.72,-24.32,-60.6,-47.3389,0,2000,1999,2000,gini,5,預測為高於平均
2396,精碟         ,200012,14582,24.32,0.53859667804534,0.70801,1.2396,0.069446,0.1047,0.14766,0.18328,0.5076,118.89,95.87,9.94,2.79,-27.77,-12.04,3.9474,0,2000,1999,2000,gini,5,預測為高於平均
2411,飛瑞         ,200012,14503,18.5,0.695163039444332,1.2568,1.3899,0.12866,0.15657,0.17496,0.18002,0.21691,462.27,409.49,7.82,5.52,-25.24,-11.57,-9.8919,0,2000,1999,2000,gini,5,預測為高於平均
2314,台揚         ,200012,14016,29.26,0.49911601348259,2.1594,1.8661,0.10698,0.20071,0.059142,0.17341,0.87613,125.17,66.53,2.86,5.01,67.29,18.33,-1.5721,0,2000,1999,2000,gini,5,預測為高於平均
2480,敦陽科       ,200012,10746,31.89,0.166460440876421,1.6749,0.60023,0.17463,0.39843,0.19431,0.14276,1.2815,195.31,129.97,3.77,3.98,139.29,124.85,64.942,1,2000,1999,2000,gini,5,預測為高於平均
2394,普立爾       ,200012,10300,15.5,0.620958643935308,0.7643,0.43091,0.10147,0.15003,0.090638,0.086585,0.47855,208.79,138.98,7.02,11.01,8.61,32.47,137.1613,1,2000,1999,2000,gini,5,預測為高於平均
9921,巨大         ,200012,10114,18.46,0.573709764841198,1.0365,0.29808,0.075562,0.19722,0.064171,0.056715,1.6101,135.12,66.22,3.96,4.44,32.88,56.91,-12.0802,0,2000,1999,2000,gini,5,預測為高於平均
2707,晶華         ,200012,10091,52.69,0.0520778902858696,4.3224,7.3181,0.1344,0.18049,0.30143,0.31337,0.34294,489.18,481.45,75.8,30.41,20.85,61.24,-29.5122,0,2000,1999,2000,gini,5,預測為高於平均
2390,云辰         ,200012,9785,31.39,0.93120138460825,1.9449,3.0299,0.14142,0.2126,0.086213,0.33986,0.50332,103.8,80.46,11.52,8.95,-3.4,65.23,-8.9838,0,2000,1999,2000,gini,5,預測為高於平均
1503,士電         ,200012,9712,13.69,0.728661681678271,0.7704,0.67405,0.033299,0.057433,0.078664,0.05024,0.72476,152.1,91.07,4.37,3.33,10.45,28.64,-10.2995,0,2000,1999,2000,gini,5,預測為高於平均
2391,合勤         ,200012,9697,15.72,0.73784165379759,0.71293,0.85065,0.085253,0.099816,0.1093,0.11951,0.17082,458.98,318.12,3.71,6.67,156.17,68.29,60.7506,1,2000,1999,2000,gini,5,預測為高於平均
2526,大陸         ,200012,9375,5.97,0.0634045006928182,0.32784,0.51913,-0.025469,-0.052698,-0.033935,-0.083441,1.0691,127.84,29.42,0.79,4.62,70.13,-2166.86,-4.1876,0,2000,1999,2000,gini,5,預測為高於平均
2903,遠百         ,200012,9316,5.96,0.860440563038232,0.34194,0.16927,0.048511,0.10506,0.0062196,0.058829,1.1657,62.93,37.05,14.76,34.52,384.68,44.68,-27.349,0,2000,1999,2000,gini,5,預測為高於平均
2345,智邦         ,200012,9270,15.19,0.934405118961213,0.60809,0.31,0.043838,0.095886,0.025129,0.048879,1.1873,135.95,86.39,4.67,5.08,3.42,71.22,257.5379,1,2000,1999,2000,gini,5,預測為高於平均
2353,宏碁         ,200012,9164,14.48,0.984398312240972,0.55288,0.09886,0.076767,0.16176,0.028094,0.031753,1.1071,179.91,130.84,13.1,6.18,11.38,46.85,39.6409,1,2000,1999,2000,gini,5,預測為高於平均
3019,亞光         ,200012,9060,34.96,0.858938816683866,1.4757,0.29228,0.10955,0.27471,0.15126,0.079611,1.5077,154.45,112.37,10.14,5.37,43.6,72.59,159.1819,1,2000,1999,2000,gini,5,預測為高於平均
2329,華泰         ,200012,8938,27.83,0.785558989265031,1.93,1.7286,0.003058,0.0072836,-0.00061991,0.0065573,1.3818,73.87,49.44,9.26,5.82,95.65,-90.23,46.7481,1,2000,1999,2000,gini,5,預測為高於平均
2392,正崴         ,200012,8190,19.96,0.513377418587575,0.65122,0.54107,0.078975,0.10574,0.091558,0.087837,0.33894,208.92,125.02,5.3,3.99,21.57,76.22,101.7535,1,2000,1999,2000,gini,5,預測為高於平均
2910,統領         ,200012,7889,28.11,0.177602460505865,2.231,2.1135,0.048728,0.074761,0.14392,0.070826,0.53424,162.13,152.25,55.47,210.18,14.41,-25.51,7.2216,0,2000,1999,2000,gini,5,預測為高於平均
2491,吉祥全       ,200012,7683,131.19,0.398589496735843,2.1724,5.4914,0.073905,0.10445,0.22763,0.26401,0.41328,165.97,138.82,8.55,3.11,282.98,394.43,-2.5993,0,2000,1999,2000,gini,5,預測為高於平均
2905,三商行       ,200012,7669,10.56,0.133931250987971,0.97687,0.20657,-0.039351,-0.11681,0.026036,-0.024692,1.9684,115.03,41.84,6.05,15.16,12.15,-141.07,42.803,1,2000,1999,2000,gini,5,預測為高於平均
2006,東鋼         ,200012,7578,5.24,0.0308895487449515,0.33698,0.22528,0.019524,0.048158,0.077792,0.032454,1.4666,97.93,36.08,3.82,8.15,291.02,239.57,-17.9389,0,2000,1999,2000,gini,5,預測為高於平均
2310,旭麗         ,200012,7382,13.42,0.939141706069548,0.83614,0.29605,0.067688,0.16324,0.057467,0.057795,1.4117,140.58,106.42,7.63,8.92,143.31,3.53,180.924,1,2000,1999,2000,gini,5,預測為高於平均
2416,世平         ,200012,7287,19.5,0.301306064586392,0.66667,0.1062,0.045381,0.15172,0.050775,0.024166,2.3432,164.94,71.71,5.35,6.63,82.93,73.74,45.8974,1,2000,1999,2000,gini,5,預測為高於平均
5351,鈺創         ,200012,6297,17.89,0.8984861378343,0.92503,0.87998,0.051704,0.098525,0.080372,0.093746,0.90555,259.31,139.72,1.83,5.26,22.67,97.92,72.8899,1,2000,1999,2000,gini,5,預測為高於平均
3026,禾伸堂       ,200012,6235,20.83,0.118155198446711,0.4702,0.30905,0.20986,0.3213,0.25822,0.21116,0.53103,214.76,140.62,5.34,5.17,333.24,340.95,46.1834,1,2000,1999,2000,gini,5,預測為高於平均
2473,思源         ,200012,6197,25.76,0.988417928784981,0.77895,3.3282,0.1096,0.12126,0.46146,0.53478,0.10639,830.32,822.77,0.0,4.49,82.3,96.19,35.4037,1,2000,1999,2000,gini,5,預測為高於平均
2331,精英         ,200012,6169,10.02,0.539982099037929,0.48429,0.075606,0.12086,0.36864,0.071841,0.060136,2.0501,131.16,109.18,19.85,5.55,35.18,20.67,677.7445,1,2000,1999,2000,gini,5,預測為高於平均
2492,華新科       ,200012,6142,16.14,0.706917419322763,0.41321,0.58037,0.11637,0.15037,0.22441,0.21123,0.29217,282.52,184.59,3.38,3.99,747.51,456.08,87.1128,1,2000,1999,2000,gini,5,預測為高於平均
3021,衛展         ,200012,5955,623.08,0.287849344815137,30.8914,8.0522,0.21176,0.39817,0.14496,0.10381,0.88027,183.8,125.14,8.11,5.22,216.14,191.93,23.6438,0,2000,1999,2000,gini,5,預測為高於平均
1314,中石化       ,200012,5916,3.77,0.414522538893108,0.30675,0.27498,0.0016656,0.0049876,0.035197,0.004507,1.9944,61.8,32.91,10.35,12.77,228.47,123.42,-27.321,0,2000,1999,2000,gini,5,預測為高於平均
2413,環科         ,200012,5856,36.91,0.464839941625137,1.287,1.6097,0.087151,0.10811,0.14532,0.13518,0.24051,327.89,244.35,4.3,4.98,28.43,20.07,-11.7583,0,2000,1999,2000,gini,5,預測為高於平均
1905,華紙         ,200012,5845,7.11,0.763957078491957,0.50858,0.6505,0.078463,0.11597,0.16691,0.15136,0.47799,627.2,346.02,3.87,5.84,84.7,22.87,-31.7862,0,2000,1999,2000,gini,5,預測為高於平均
2606,裕民         ,200012,5763,2.6,0.178116953886766,0.19832,0.31785,0.037726,0.091989,0.26383,0.14736,1.4384,124.84,116.49,0.0,22.86,908.83,417.13,3.8462,0,2000,1999,2000,gini,5,預測為高於平均
2436,偉詮電       ,200012,5691,18.27,0.35963491348208,1.0005,1.2749,0.21475,0.25638,0.21052,0.33012,0.19384,485.67,417.96,6.85,4.03,126.95,105.14,52.4904,1,2000,1999,2000,gini,5,預測為高於平均
9941,裕融         ,200012,5623,12.15,0.0567046890682912,0.65463,0.87789,0.042771,0.23174,0.37909,0.3108,4.4181,116.47,110.34,2.75,0.15,34.72,42.75,34.321,1,2000,1999,2000,gini,5,預測為高於平均
5471,松翰         ,200012,5453,22.64,0.208946673993135,1.0996,0.64538,0.38144,0.46945,0.30585,0.27551,0.23071,475.87,395.26,42.42,7.96,71.16,76.47,76.7668,1,2000,1999,2000,gini,5,預測為高於平均
3046,建碁         ,200012,5197,29.19,0.912132474239623,1.4825,0.20934,0.13606,0.29682,0.047752,0.044545,1.1816,149.49,80.21,9.02,11.4,15.9,31.9,238.335,1,2000,1999,2000,gini,5,預測為高於平均
2913,農林         ,200012,5128,11.66,0.745546073701717,1.493,2.8439,-0.045969,-0.14667,-0.045339,-0.28285,2.1907,17.08,12.25,9.92,4.94,59.33,-11.91,5.9177,0,2000,1999,2000,gini,5,預測為高於平均
5326,漢磊         ,200012,4982,27.97,0.597211350337855,1.5209,1.3744,0.11629,0.22288,0.24007,0.20145,0.91654,136.55,94.29,5.91,6.38,706.78,847.8,-13.0854,0,2000,1999,2000,gini,5,預測為高於平均
2340,光磊         ,200012,4813,15.95,0.242486558936719,0.89156,1.275,0.079764,0.10778,0.16368,0.15405,0.35123,231.89,154.09,2.49,2.6,93.37,121.71,46.7712,1,2000,1999,2000,gini,5,預測為高於平均
2418,雅新         ,200012,4788,5.61,0.0537543922087138,0.26045,0.1865,0.069962,0.14926,0.13297,0.10689,1.1335,128.4,65.95,3.43,3.73,81.98,43.21,177.3619,1,2000,1999,2000,gini,5,預測為高於平均
2477,美隆電       ,200012,4704,13.06,0.897191350973572,0.56981,0.30127,0.15139,0.25875,0.19796,0.13903,0.70918,208.25,159.77,6.82,5.14,25.36,26.69,54.0582,1,2000,1999,2000,gini,5,預測為高於平均
2403,友尚         ,200012,4663,12.45,0.093370516755093,0.39776,0.076413,0.05684,0.14409,0.054424,0.029652,1.5351,150.09,67.06,7.58,7.87,108.71,68.99,28.4337,0,2000,1999,2000,gini,5,預測為高於平均
1519,華城         ,200012,4606,12.99,0.456057666843742,1.0451,0.82844,0.051725,0.090026,0.10718,0.071387,0.74047,124.69,105.57,6.72,1.79,25.21,-13.22,-17.7059,0,2000,1999,2000,gini,5,預測為高於平均
5801,第一金投     ,200012,4590,36.82,0.101669393624755,2.157,4.2864,0.22127,0.24086,0.54685,0.47855,0.088559,742.71,741.78,0.0,19.23,28.84,32.59,-4.1282,0,2000,1999,2000,gini,5,預測為高於平均
5203,訊連         ,200012,4582,40.44,0.995389727655092,2.1614,1.4366,0.3001,0.39822,0.31184,0.26832,0.32699,384.97,374.18,9.39,8.01,145.1,193.68,11.6716,0,2000,1999,2000,gini,5,預測為高於平均
1531,高林股       ,200012,4249,15.64,0.761425886690113,0.7512,0.52589,0.12011,0.16212,0.13993,0.11353,0.34977,323.26,184.84,3.03,4.16,48.62,54.55,-25.3836,0,2000,1999,2000,gini,5,預測為高於平均
3040,遠見         ,200012,4224,25.43,0.0808624231303137,1.2595,0.64889,0.18403,0.43716,0.14915,0.22517,1.3755,138.41,61.67,2.19,5.39,18.5,136.56,40.464,1,2000,1999,2000,gini,5,預測為高於平均
1473,台南         ,200012,4220,16.89,0.777240536548943,0.66891,0.31892,0.11299,0.17757,0.11395,0.084679,0.5715,199.24,91.23,4.59,10.25,32.63,36.59,13.1439,0,2000,1999,2000,gini,5,預測為高於平均
2010,春源         ,200012,4208,3.56,0.905134744223571,0.22894,0.14674,0.02646,0.047054,0.036372,0.030168,0.77831,166.8,82.0,3.98,4.35,20.18,-17.44,-8.7079,0,2000,1999,2000,gini,5,預測為高於平均
2439,美律         ,200012,4200,20.0,0.533771951767,0.89047,0.93941,0.12877,0.16735,0.18331,0.17655,0.29962,336.23,273.06,4.37,4.6,412.74,332.11,42.25,1,2000,1999,2000,gini,5,預測為高於平均
5305,敦南         ,200012,4072,7.26,0.825808857855598,0.53304,0.6055,0.054242,0.086065,0.10379,0.097786,0.58668,152.3,100.17,4.52,6.46,424.22,419.26,79.0634,1,2000,1999,2000,gini,5,預測為高於平均
5607,遠雄港       ,200012,4024,23.54,0.746313427703679,1.6003,2.3658,0.14179,0.23141,0.36761,0.34213,0.63203,108.43,107.2,0.0,22.9,39.88,57.8,-52.2515,0,2000,1999,2000,gini,5,預測為高於平均
2489,瑞軒         ,200012,3941,5.67,0.0484473392532221,0.23305,0.095086,0.0873,0.12361,0.035728,0.050436,0.41589,240.29,203.55,19.23,5.19,55.03,101.53,225.7496,1,2000,1999,2000,gini,5,預測為高於平均
2908,特力         ,200012,3922,7.2,0.667916121573624,0.47244,0.13358,0.0713,0.13574,0.033283,0.039694,0.90384,163.61,123.72,26.87,17.63,34.61,6.59,63.6111,1,2000,1999,2000,gini,5,預測為高於平均
1201,味全         ,200012,3820,7.43,0.526102465795561,0.93225,0.21048,0.00022077,0.0009082,0.024584,0.00020503,3.1138,62.36,38.5,8.83,9.87,173.02,99.93,-14.5357,0,2000,1999,2000,gini,5,預測為高於平均
2370,匯僑工業     ,200012,3818,17.13,0.729709448223228,0.99767,0.9602,0.13019,0.18618,0.20699,0.17926,0.43002,221.11,130.29,3.13,3.84,159.86,133.64,-1.4594,0,2000,1999,2000,gini,5,預測為高於平均
2341,英群         ,200012,3814,51.62,0.707253485315422,2.7813,1.3239,0.046187,0.096995,0.047455,0.046178,1.1,183.45,78.36,5.09,5.36,2874.86,347.67,61.1197,1,2000,1999,2000,gini,5,預測為高於平均
5349,先豐         ,200012,3809,17.63,0.781377051799277,0.94582,1.1345,0.05528,0.07831,0.051664,0.093947,0.4166,146.94,105.87,7.24,4.11,17.21,118.09,41.1231,1,2000,1999,2000,gini,5,預測為高於平均
2355,敬鵬         ,200012,3787,6.58,0.287976975614171,0.26008,0.21219,0.060306,0.089807,0.085381,0.073271,0.48918,230.51,199.42,14.59,4.53,55.15,8.79,148.7842,1,2000,1999,2000,gini,5,預測為高於平均
2367,燿華         ,200012,3637,6.72,0.396520792581593,0.37542,0.30435,0.0033902,0.0064713,0.083131,0.0052468,0.90884,78.8,59.54,10.74,5.01,91.48,-88.19,19.0476,0,2000,1999,2000,gini,5,預測為高於平均
2338,光罩         ,200012,3477,4.72,0.337583864052045,0.34178,0.74214,0.073676,0.11499,0.21002,0.24978,0.56077,230.44,188.55,10.2,3.56,314.99,625.63,175.0,1,2000,1999,2000,gini,5,預測為高於平均
2427,三商電       ,200012,3433,14.9,0.741254049502218,0.66906,0.61066,0.084557,0.11092,0.084277,0.10124,0.31176,289.09,144.59,2.81,3.61,26.42,62.44,41.6107,1,2000,1999,2000,gini,5,預測為高於平均
2484,希華         ,200012,3403,29.7,0.1048132419735,1.0543,1.3525,0.049569,0.069106,0.12536,0.12352,0.39413,255.95,185.89,3.69,5.62,150.32,52.84,-33.67,0,2000,1999,2000,gini,5,預測為高於平均
2365,昆盈         ,200012,3401,6.26,0.127888379782995,0.31825,0.1664,0.083033,0.1252,0.07811,0.065489,0.50777,192.6,118.51,5.68,10.1,305.6,194.28,72.3642,1,2000,1999,2000,gini,5,預測為高於平均
