證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,Unknown masked parameter,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label,年份,訓練年份,測試年份,使用準則,最大深度,選股類型
2328,廣宇         ,200012,3372,6.7,0.485229408584959,0.48306,0.26378,0.023097,0.029542,0.028071,0.017806,0.27903,321.54,202.87,5.2,5.34,1778.2,130.64,114.3284,1,2000,1999,2000,gini,5,預測為高於平均
2614,東森         ,200012,3311,2.92,0.0513318861123711,0.33107,0.59109,-0.13571,-0.27507,0.11933,-0.52863,1.0269,44.84,33.4,9.67,19.49,746.66,-659.34,43.4932,1,2000,1999,2000,gini,5,預測為高於平均
2354,鴻準         ,200012,3278,7.57,0.0728852990989761,0.60032,0.038644,0.051193,0.27222,0.0072584,0.01752,4.3176,112.36,89.25,21.6,6.81,23.17,578.97,88.7715,1,2000,1999,2000,gini,5,預測為高於平均
2481,強茂         ,200012,3202,15.52,0.798350864113952,0.62229,0.5062,0.1003,0.17854,0.19916,0.14523,0.78015,147.38,82.7,2.9,4.33,61.18,56.28,15.2062,0,2000,1999,2000,gini,5,預測為高於平均
2352,佳世達       ,200112,69054,40.31,0.685028472661609,1.9521,0.74304,0.043771,0.10151,0.046295,0.041129,1.319,123.29,76.24,5.84,6.29,172.22,-37.78,-10.5929,0,2001,2000,2001,gini,5,預測為高於平均
2323,中環         ,200112,56504,19.99,0.388271631047802,1.0566,2.0998,0.049579,0.083585,0.18215,0.16671,0.6859,145.15,105.28,5.0,4.67,285.06,-29.81,-34.4172,0,2001,2000,2001,gini,5,預測為高於平均
2386,國電         ,200112,37723,102.1,0.104846247115757,3.316,1.2334,0.14507,0.24989,0.083833,0.092933,0.72255,173.93,128.01,9.3,5.49,75.54,75.19,-6.0823,1,2001,2000,2001,gini,5,預測為高於平均
8008,建興電       ,200112,34486,28.8,0.784427890743913,1.1483,0.35113,0.14364,0.32194,0.11713,0.098461,1.2413,183.19,131.58,5.09,7.82,50.54,81.72,20.0347,1,2001,2000,2001,gini,5,預測為高於平均
1520,D 復盛       ,200112,18883,18.54,0.696432989006095,0.98775,0.67615,0.15312,0.3331,0.15258,0.2367,1.1755,118.0,70.17,3.66,5.34,11.3,82.04,7.1197,1,2001,2000,2001,gini,5,預測為高於平均
1722,台肥         ,200112,17640,13.34,0.00782029356933489,0.42162,1.6308,0.017271,0.027878,0.075522,0.10789,0.61419,824.96,613.95,5.01,8.66,82.47,173.32,-10.9445,0,2001,2000,2001,gini,5,預測為高於平均
5371,中光電       ,200112,15896,21.43,0.722922524692024,1.0249,0.38654,0.067745,0.14014,0.051897,0.052851,1.0687,261.24,195.34,4.94,5.41,27.42,81.29,-46.1036,0,2001,2000,2001,gini,5,預測為高於平均
9917,中保         ,200112,13621,18.26,0.196248922256955,1.0201,1.2085,0.19005,0.2459,0.20874,0.29801,0.29386,174.46,164.33,56.74,12.31,17.71,98.52,-13.9102,0,2001,2000,2001,gini,5,預測為高於平均
2366,亞旭         ,200112,11136,23.87,0.313428989936591,1.2847,0.57825,0.041075,0.077467,0.040269,0.03486,0.88598,128.6,81.58,4.61,5.28,503.92,69.75,-0.41894,1,2001,2000,2001,gini,5,預測為高於平均
2905,三商行       ,200112,10690,15.08,0.987934734952495,0.94664,0.26582,0.14251,0.32675,0.025126,0.091762,1.2928,127.12,56.14,6.28,13.56,6.98,732.53,-33.8859,0,2001,2000,2001,gini,5,預測為高於平均
6117,迎廣         ,200112,8946,94.41,0.530629303856886,3.6186,1.239,0.18125,0.37605,0.16141,0.12875,1.0748,122.71,100.26,12.77,5.97,128.57,103.3,-64.2834,0,2001,2000,2001,gini,5,預測為高於平均
1716,永信         ,200112,7177,17.37,0.743688341487326,0.91229,1.3341,0.061149,0.080816,0.17373,0.12176,0.32163,215.55,129.27,1.41,3.28,48.25,69.43,-11.399,0,2001,2000,2001,gini,5,預測為高於平均
2321,東訊         ,200112,6758,18.22,0.0985187376881084,1.2996,0.56044,0.0086738,0.015674,0.0091637,0.0067591,0.80708,120.1,77.79,5.62,4.21,245.26,-81.75,-38.9133,0,2001,2000,2001,gini,5,預測為高於平均
8924,大田         ,200112,6292,31.73,0.702702306950475,1.8599,0.96122,0.18625,0.29253,0.19441,0.15116,0.57064,202.49,100.69,4.03,9.8,66.7,76.43,-20.8635,0,2001,2000,2001,gini,5,預測為高於平均
2604,立榮         ,200112,5768,8.97,0.255386740488051,0.58475,0.24643,0.0065055,0.02093,0.057293,0.0088196,2.2173,78.63,75.72,0.0,4.64,112.21,158.11,-100.0,0,2001,2000,2001,gini,5,預測為高於平均
9908,大台北       ,200112,5721,6.8,0.923675612620407,0.56338,1.3386,0.024584,0.039844,0.011329,0.094662,0.62075,104.29,76.29,10.55,7.08,-54.55,93.25,-3.3824,1,2001,2000,2001,gini,5,預測為高於平均
1319,東陽         ,200112,5553,9.16,0.163512368527526,0.7564,0.50109,0.024516,0.060088,0.060952,0.042937,1.451,67.43,50.67,9.74,3.57,1190.5,344.39,121.9432,1,2001,2000,2001,gini,5,預測為高於平均
2913,農林         ,200112,5431,12.35,0.794657885388753,1.538,4.2295,0.012251,0.034787,-0.090935,0.09658,1.8396,18.3,11.81,7.6,4.66,-42.96,123.43,-28.9879,0,2001,2000,2001,gini,5,預測為高於平均
1304,台聚         ,200112,5284,4.08,0.767329510776574,0.34171,0.54839,-0.012414,-0.022906,0.026154,-0.040518,0.84521,150.76,52.84,7.95,11.69,239.16,-158.51,41.6667,1,2001,2000,2001,gini,5,預測為高於平均
1103,嘉泥         ,200112,5177,6.5,0.419048293624883,0.38012,0.47204,0.00083969,0.0025873,0.12748,0.0048003,2.0812,117.97,83.34,1.53,3.08,12.61,132.95,98.0,1,2001,2000,2001,gini,5,預測為高於平均
2614,東森         ,200112,5024,4.19,0.852263890343846,0.47995,0.70658,-0.015943,-0.03394,0.028864,-0.052728,1.1288,89.18,42.34,4.82,27.81,-71.76,88.58,-13.6038,0,2001,2000,2001,gini,5,預測為高於平均
9945,潤泰新       ,200112,4972,5.27,0.950894415378135,0.49953,0.42846,0.011767,0.033562,-0.043432,0.029905,1.8523,102.64,15.56,1.04,12.99,-102.47,126.36,-6.2619,1,2001,2000,2001,gini,5,預測為高於平均
1303,南亞         ,200212,186434,14.81,0.604990641908259,0.66413,0.64956,0.049807,0.098902,0.069682,0.097377,0.98571,179.97,101.74,4.89,6.0,1520.64,317.08,78.5955,1,2002,2001,2002,gini,5,預測為高於平均
3045,台灣大       ,200212,130577,19.38,0.184100289427511,1.331,1.4873,0.09733,0.22261,0.28057,0.25993,1.2872,186.55,170.46,25.34,10.78,-17.19,-10.91,14.1383,0,2002,2001,2002,gini,5,預測為高於平均
2353,宏碁         ,200212,64018,15.21,0.373563807642645,0.42785,0.26457,0.078762,0.12763,0.0016569,0.080558,0.62043,173.55,142.47,10.53,4.88,105.14,1453.22,86.3248,1,2002,2001,2002,gini,5,預測為高於平均
2356,英業達       ,200212,36883,8.39,0.383306318625529,0.60273,0.18778,0.071069,0.12848,0.019068,0.041542,0.80788,176.62,131.5,14.53,7.01,752.25,-11.32,9.7735,0,2002,2001,2002,gini,5,預測為高於平均
2618,長榮航       ,200212,35526,20.98,0.275069755821935,1.4519,0.78783,0.022833,0.075258,0.078318,0.040842,2.296,78.15,44.04,0.0,10.5,1438.52,183.08,-2.3832,0,2002,2001,2002,gini,5,預測為高於平均
2325,矽品         ,200212,31859,8.6,0.98610424189597,0.60014,0.70434,0.0091962,0.016242,0.024516,0.019068,0.76617,216.78,174.89,14.56,5.48,7871.91,135.46,105.814,1,2002,2001,2002,gini,5,預測為高於平均
1802,台玻         ,200212,28560,12.49,0.0669462583977502,0.59363,1.0365,0.05711,0.069241,0.13504,0.12228,0.21242,295.73,179.32,3.22,6.92,-15.77,-19.06,17.0536,0,2002,2001,2002,gini,5,預測為高於平均
2376,技嘉         ,200212,26373,26.54,0.683838613746355,0.83961,0.48211,0.10576,0.16601,0.090208,0.095315,0.5697,223.8,192.37,8.48,9.29,-16.59,-16.16,34.4386,1,2002,2001,2002,gini,5,預測為高於平均
2609,陽明         ,200212,23479,7.14,0.137868992412558,0.51777,0.23541,0.019041,0.046617,0.018802,0.02119,1.4482,169.14,132.64,0.0,27.04,528.58,268.2,168.4874,1,2002,2001,2002,gini,5,預測為高於平均
1434,福懋         ,200212,22656,8.39,0.217801593712125,0.62659,0.6023,0.046988,0.084287,0.056889,0.081838,0.79379,118.26,52.35,3.69,6.81,-9.49,89.16,5.3635,0,2002,2001,2002,gini,5,預測為高於平均
2327,國巨         ,200212,20286,8.3,0.106941658550207,0.51393,1.2188,-0.073828,-0.12715,0.0038261,-0.30147,0.72218,101.19,66.0,1.95,4.02,-98.34,-236.79,67.8313,1,2002,2001,2002,gini,5,預測為高於平均
2345,智邦         ,200212,20200,26.95,0.616443485085685,1.1626,0.80907,0.065813,0.092087,0.058228,0.06408,0.39924,242.47,179.14,5.81,5.03,-27.94,-13.31,-13.9518,0,2002,2001,2002,gini,5,預測為高於平均
1451,年興         ,200212,18549,17.9,0.988302262313286,1.077,1.0281,0.15072,0.19565,0.18362,0.18786,0.29813,248.01,131.31,3.67,11.17,-10.93,25.37,11.4525,0,2002,2001,2002,gini,5,預測為高於平均
1310,台苯         ,200212,15039,22.05,0.411593513407535,1.6394,0.65547,0.052419,0.11207,0.063422,0.047934,1.138,136.84,74.08,5.24,7.49,424.91,259.92,17.8231,0,2002,2001,2002,gini,5,預測為高於平均
2915,潤泰全       ,200212,12608,14.38,0.413427289020815,1.6491,1.1467,-0.015377,-0.050295,0.0016826,-0.034968,2.2708,59.46,17.32,2.82,21.51,113.74,-141.23,-6.5369,0,2002,2001,2002,gini,5,預測為高於平均
5304,鼎創達       ,200212,12523,98.48,0.2177320683573,8.715,7.2786,0.020642,0.034971,0.071633,0.030085,0.69415,163.81,106.24,3.16,7.87,691.48,708.92,70.8266,1,2002,2001,2002,gini,5,預測為高於平均
2384,勝華         ,200212,12440,13.78,0.125654587362626,0.66155,0.72795,0.01187,0.022484,0.067183,0.024738,0.89408,191.97,112.45,2.6,5.21,183647.16,241.72,29.2453,0,2002,2001,2002,gini,5,預測為高於平均
2343,精業         ,200212,12387,12.52,0.308914593566815,0.7138,1.1119,0.044843,0.055346,0.042651,0.086173,0.23421,258.37,204.54,6.96,5.55,-10.46,-33.22,32.6677,1,2002,2001,2002,gini,5,預測為高於平均
2501,國建         ,200212,11832,6.34,0.84321333801051,0.53683,3.268,-0.032556,-0.036438,-0.22398,-0.22172,0.11927,917.81,264.71,0.22,11.54,-8.43,-108.8,77.7603,1,2002,2001,2002,gini,5,預測為高於平均
3046,建碁         ,200212,11611,61.06,0.922331997796276,2.836,0.77047,0.099942,0.19313,0.047745,0.05266,0.93242,175.02,121.1,7.3,8.77,-6.85,-17.56,-28.169,0,2002,2001,2002,gini,5,預測為高於平均
1604,聲寶         ,200212,11173,14.87,0.378186137050219,1.3218,0.91564,0.04601,0.10087,0.014511,0.070003,1.1923,123.64,69.52,4.66,4.02,707.14,37.5,35.1715,1,2002,2001,2002,gini,5,預測為高於平均
1313,聯成         ,200212,9683,8.62,0.766921667935265,0.64137,0.70888,0.037213,0.054738,0.062434,0.065524,0.47096,180.17,111.41,6.04,8.24,781.93,1364.95,16.7053,0,2002,2001,2002,gini,5,預測為高於平均
3051,力特         ,200212,9099,43.35,0.0990952824224585,2.1188,1.5179,0.092933,0.16838,0.144,0.12061,0.81186,160.38,94.18,4.22,10.35,812.15,207.81,165.3518,1,2002,2001,2002,gini,5,預測為高於平均
2908,特力         ,200212,8766,14.41,0.193245330468871,0.96452,0.25105,0.082455,0.14433,0.023425,0.038277,0.75038,168.76,140.95,50.69,10.32,-19.2,19.03,-5.9681,0,2002,2001,2002,gini,5,預測為高於平均
2480,敦陽科       ,200212,8231,22.56,0.772495067187624,1.3381,0.63747,0.10556,0.20474,0.13359,0.097557,0.93956,265.79,175.66,3.85,2.75,-21.32,-27.35,-11.1702,0,2002,2001,2002,gini,5,預測為高於平均
2393,億光         ,200212,7848,18.06,0.51015251976525,0.87204,1.0163,0.088278,0.11801,0.13324,0.13757,0.33679,234.19,161.49,4.12,4.06,472.97,967.99,90.9745,1,2002,2001,2002,gini,5,預測為高於平均
1718,中纖         ,200212,7617,4.99,0.628923938652318,0.52471,0.52306,-0.028937,-0.07308,0.04076,-0.072808,1.5255,87.61,49.18,7.16,4.9,-17.11,-7579.13,116.8337,1,2002,2001,2002,gini,5,預測為高於平均
1409,新纖         ,200212,7289,5.2,0.390004914445285,0.57778,0.41734,0.020864,0.047945,0.036452,0.034928,1.298,95.39,49.23,5.62,8.95,501.93,260.74,45.3846,1,2002,2001,2002,gini,5,預測為高於平均
3049,和鑫         ,200212,6759,13.92,0.979129132433892,0.82709,1.6914,0.058144,0.11993,0.24261,0.2452,1.0627,99.77,55.72,4.35,3.87,786.44,215.71,63.6494,1,2002,2001,2002,gini,5,預測為高於平均
2910,統領         ,200212,6741,25.67,0.549308533018303,3.2659,1.9128,0.060239,0.16235,0.12741,0.095088,1.6952,144.45,131.34,47.84,96.49,-19.23,-21.31,-15.5434,0,2002,2001,2002,gini,5,預測為高於平均
2403,友尚         ,200212,6588,14.79,0.41390074869019,0.50912,0.10451,0.044699,0.084416,0.030465,0.017953,0.88856,189.45,100.26,9.62,7.17,261.98,2140.28,16.3624,0,2002,2001,2002,gini,5,預測為高於平均
2328,廣宇         ,200212,6469,12.86,0.972733885079784,0.85676,1.0008,0.021963,0.025498,0.040542,0.032886,0.16098,513.11,444.92,10.95,4.88,-10.66,3.84,15.9409,0,2002,2001,2002,gini,5,預測為高於平均
2448,晶電         ,200212,6390,31.4,0.837803183078576,1.3029,1.7953,0.1087,0.17358,0.2389,0.23923,0.59694,199.51,144.25,2.53,4.18,493.94,2807.03,50.9554,1,2002,2001,2002,gini,5,預測為高於平均
3041,揚智         ,200212,6183,27.35,0.230383067317464,1.3368,0.63193,0.11103,0.17491,0.086375,0.084166,0.57533,224.76,111.43,4.48,7.4,32.36,3033.05,-20.4388,0,2002,2001,2002,gini,5,預測為高於平均
2387,精元         ,200212,5843,12.55,0.240904997120111,1.0162,0.74437,0.1103,0.14701,0.2045,0.1242,0.33284,256.76,203.43,6.92,5.27,570.59,281.41,14.4223,0,2002,2001,2002,gini,5,預測為高於平均
2495,普安         ,200212,5650,12.37,0.806759544661106,0.88993,1.2939,0.17864,0.19682,0.29128,0.28604,0.10176,832.18,624.69,2.04,8.8,-18.05,-15.55,147.696,1,2002,2001,2002,gini,5,預測為高於平均
1303,南亞         ,200312,322780,26.45,0.963530286843427,1.1678,1.015,0.058487,0.11443,0.076704,0.10009,0.95649,229.51,144.04,6.32,6.25,33.36,24.64,9.3384,1,2003,2002,2003,gini,5,預測為高於平均
1301,台塑         ,200312,269184,28.58,0.0422977979145428,1.2731,1.4434,0.086918,0.15385,0.094022,0.17451,0.77009,193.7,122.53,7.57,15.84,20.83,67.76,7.2428,1,2003,2002,2003,gini,5,預測為高於平均
2002,中鋼         ,200312,266555,12.07,0.972958334140635,0.7042,0.77721,0.15514,0.22909,0.30602,0.25294,0.47666,194.26,129.31,4.67,54.13,93.48,118.63,45.4018,1,2003,2002,2003,gini,5,預測為高於平均
1326,台化         ,200312,257354,28.02,0.189206843122376,1.166,1.1888,0.094629,0.16314,0.12707,0.16629,0.72399,221.51,108.38,5.2,13.35,52.81,61.28,20.1285,1,2003,2002,2003,gini,5,預測為高於平均
2454,聯發科       ,200312,204653,143.37,0.586439614678918,2.5375,2.4003,0.39261,0.45792,0.39218,0.4337,0.16635,681.15,632.64,9.8,10.14,17.51,35.08,-15.317,0,2003,2002,2003,gini,5,預測為高於平均
2409,友達         ,200312,172783,25.11,0.675112416405115,1.1761,1.0393,0.099069,0.16901,0.15492,0.14934,0.70602,127.38,93.52,8.82,7.77,110.59,160.02,25.6073,1,2003,2002,2003,gini,5,預測為高於平均
2357,華碩         ,200312,171130,174.29,0.361022049194661,5.3365,1.9969,0.094409,0.15525,0.054652,0.0581,0.64444,194.36,119.18,6.97,6.92,18.44,15.38,28.2173,1,2003,2002,2003,gini,5,預測為高於平均
2324,仁寶         ,200312,150439,25.81,0.620278427071086,1.2866,0.46197,0.086651,0.17098,0.065783,0.063909,0.97326,194.31,163.21,13.37,5.42,29.63,48.08,-21.6583,0,2003,2002,2003,gini,5,預測為高於平均
3045,台灣大       ,200312,138644,22.12,0.811150885100285,1.4737,1.8762,0.094612,0.17548,0.30387,0.24568,0.85469,168.77,163.85,44.34,8.86,2.37,-10.9,29.6112,1,2003,2002,2003,gini,5,預測為高於平均
2311,日月光       ,200312,124951,19.54,0.0192574774141414,1.5496,1.2205,0.023991,0.049688,0.057065,0.047857,1.0711,113.72,89.28,11.88,5.23,577.29,267.72,-27.1238,0,2003,2002,2003,gini,5,預測為高於平均
3009,D 奇美電     ,200312,114962,21.22,0.0838735082828999,0.91073,0.86648,0.048907,0.091576,0.1008,0.086578,0.87245,172.4,136.71,6.98,5.65,38.51,56.52,39.114,1,2003,2002,2003,gini,5,預測為高於平均
2353,宏碁         ,200312,104286,28.34,0.97480166718489,0.88563,0.35398,0.062379,0.11341,0.011675,0.046391,0.81816,156.62,130.57,16.86,6.53,934.83,-15.85,17.2195,1,2003,2002,2003,gini,5,預測為高於平均
2352,佳世達       ,200312,85438,47.98,0.651349532415353,2.177,0.77188,0.079125,0.15619,0.040338,0.058492,0.97392,128.27,75.66,6.86,6.78,-30.54,4.2,4.3977,1,2003,2002,2003,gini,5,預測為高於平均
2323,中環         ,200312,84842,24.71,0.231237816164352,1.3053,2.2691,0.071845,0.11805,0.22925,0.20635,0.64319,188.9,157.78,7.72,4.22,355.82,3575.82,-33.6301,0,2003,2002,2003,gini,5,預測為高於平均
2475,華映         ,200312,83650,11.62,0.40349114312459,1.0175,0.76247,0.0066802,0.013973,0.047902,0.010657,1.0917,142.31,122.2,9.38,4.48,14.93,134.76,3.5284,1,2003,2002,2003,gini,5,預測為高於平均
2408,南科         ,200312,75536,46.72,0.257846170112605,3.3515,5.7255,-0.017072,-0.029443,-0.0013905,-0.050297,0.72466,126.41,65.15,4.08,5.88,-101.16,-162.11,21.5967,1,2003,2002,2003,gini,5,預測為高於平均
4904,遠傳         ,200312,68253,16.98,0.152234012862946,1.0646,1.2358,0.11143,0.19029,0.22464,0.2209,0.70774,186.56,153.16,25.69,10.53,5.64,5.47,74.4994,1,2003,2002,2003,gini,5,預測為高於平均
2609,陽明         ,200312,65603,19.17,0.88415305774966,1.0954,0.50196,0.090513,0.19973,0.1087,0.091522,1.2067,237.78,219.61,0.0,33.8,683.82,485.59,3.1299,1,2003,2002,2003,gini,5,預測為高於平均
2603,長榮         ,200312,63547,18.05,0.930040626107489,0.96164,0.36238,0.028602,0.085097,0.046895,0.033708,1.9752,89.76,83.15,0.0,5.6,183.81,305.12,17.0083,1,2003,2002,2003,gini,5,預測為高於平均
5346,力晶         ,200312,56661,10.35,0.34237350316074,0.91029,1.5044,0.0021499,0.0044527,0.0084114,0.0073556,1.0711,73.49,50.73,6.65,10.87,114.44,111.28,56.5217,1,2003,2002,2003,gini,5,預測為高於平均
2388,威盛         ,200312,55899,98.06,0.735966158880164,5.6389,5.2579,-0.051676,-0.073808,-0.046364,-0.071031,0.42828,222.11,172.34,4.35,6.1,-175.09,-532.84,-60.4528,0,2003,2002,2003,gini,5,預測為高於平均
3012,廣輝         ,200312,52064,15.27,0.686223462984041,1.2187,1.7694,0.0067134,0.014366,0.0017664,0.02084,1.1399,148.22,128.6,7.59,4.32,-88.97,431.21,14.7348,1,2003,2002,2003,gini,5,預測為高於平均
5387,茂德         ,200312,45463,9.3,0.0461915563315478,0.8716,1.3901,0.0049138,0.0082427,0.033734,0.013156,0.67745,147.38,106.75,6.17,3.26,154.4,116.14,20.8602,1,2003,2002,2003,gini,5,預測為高於平均
2349,錸德         ,200312,44043,19.71,0.720165802516526,0.67362,1.4366,0.011948,0.020217,0.1275,0.046266,0.69209,146.4,104.29,4.26,3.61,294.22,122.74,-41.1466,0,2003,2002,2003,gini,5,預測為高於平均
5347,世界         ,200312,35744,16.09,0.715678067126622,3.1062,4.1362,0.0078113,0.012257,-0.15196,0.016323,0.56917,254.77,190.64,6.36,7.35,60.68,105.48,-9.8198,0,2003,2002,2003,gini,5,預測為高於平均
2327,國巨         ,200312,34036,13.93,0.560713411044556,0.86147,1.9374,-0.012898,-0.022091,0.028505,-0.049644,0.71272,211.87,150.59,2.4,4.07,676.37,82.84,-24.5513,0,2003,2002,2003,gini,5,預測為高於平均
2418,雅新         ,200312,28630,26.05,0.78029582084411,1.3923,0.91758,0.13608,0.22046,0.17298,0.14524,0.62009,222.64,147.25,5.19,4.86,74.8,100.59,-6.4107,0,2003,2002,2003,gini,5,預測為高於平均
2312,金寶         ,200312,23114,12.62,0.286620388894259,0.89504,0.42165,0.076896,0.13023,0.047185,0.07081,0.69358,166.1,101.59,6.25,5.56,-9.6,58.79,-19.4929,0,2003,2002,2003,gini,5,預測為高於平均
2606,裕民         ,200312,21823,13.79,0.943731541195791,0.79665,1.1387,0.12257,0.21368,0.31624,0.30529,0.74328,180.5,153.59,0.0,22.6,564.82,913.57,79.8405,1,2003,2002,2003,gini,5,預測為高於平均
5304,鼎創達       ,200312,21445,168.23,0.549158087419903,11.9907,6.1849,0.083471,0.21107,0.12392,0.11394,1.5286,134.39,86.3,2.47,9.06,260.58,913.97,-64.3464,0,2003,2002,2003,gini,5,預測為高於平均
1722,台肥         ,200312,20286,16.53,0.446530978284814,0.50674,1.994,0.018023,0.029018,0.074762,0.11411,0.6101,923.87,751.47,6.11,9.13,-27.35,-13.12,74.4707,1,2003,2002,2003,gini,5,預測為高於平均
1604,聲寶         ,200312,18801,20.1,0.37253423989954,1.4944,1.0229,0.038866,0.067324,0.039263,0.046141,0.73221,253.02,157.93,5.71,4.63,313.54,2.82,-46.4179,0,2003,2002,2003,gini,5,預測為高於平均
1440,南紡         ,200312,15084,8.5,0.987974701230832,0.68604,0.92492,0.029814,0.048746,0.046777,0.065861,0.635,215.87,47.01,2.14,12.52,27.75,20.39,13.6471,1,2003,2002,2003,gini,5,預測為高於平均
2392,正崴         ,200312,15063,31.61,0.864147529031203,1.0213,0.56036,0.067098,0.11337,0.075171,0.062207,0.68957,138.36,101.06,8.07,4.4,-12.93,-3.14,16.229,1,2003,2002,2003,gini,5,預測為高於平均
6235,華孚         ,200312,14520,66.85,0.246687197638079,3.2436,4.0368,0.10897,0.18289,0.28695,0.22761,0.67826,107.37,58.05,3.03,3.57,147.51,143.77,-53.2835,0,2003,2002,2003,gini,5,預測為高於平均
2381,華宇         ,200312,14461,22.17,0.784423093024177,1.5407,0.89431,-0.031733,-0.051574,-0.057141,-0.032602,0.62525,146.34,82.05,5.76,6.18,-458.38,-417.13,-28.2815,0,2003,2002,2003,gini,5,預測為高於平均
6282,康舒         ,200312,14030,21.17,0.882837605583053,1.2669,0.76842,0.13432,0.21323,0.13602,0.12931,0.58754,185.67,155.06,6.03,4.06,57.2,83.21,-4.9126,0,2003,2002,2003,gini,5,預測為高於平均
2607,榮運         ,200312,13712,9.88,0.148876720337549,0.57913,1.5223,0.018271,0.030797,0.13694,0.080935,0.68554,149.87,148.3,0.0,1.93,590.23,2.71,23.8866,1,2003,2002,2003,gini,5,預測為高於平均
2915,潤泰全       ,200312,11781,13.44,0.664279904418051,1.3176,1.0143,0.039019,0.10123,0.010734,0.077944,1.5945,48.86,13.93,3.58,22.71,573.81,335.25,0.0,1,2003,2002,2003,gini,5,預測為高於平均
1904,正隆         ,200312,11463,8.42,0.716669740639142,0.57435,0.43718,0.052097,0.086563,0.069427,0.065894,0.66157,199.25,99.93,3.38,6.6,6.71,36.42,17.1021,1,2003,2002,2003,gini,5,預測為高於平均
8104,錸寶         ,200312,10664,21.65,0.694805192672494,1.7907,8.2319,-0.035022,-0.05611,-0.3502,-0.25814,0.60212,104.69,69.57,7.53,9.24,39.77,53.95,-57.552,0,2003,2002,2003,gini,5,預測為高於平均
1304,台聚         ,200312,10336,7.99,0.720855670816932,0.64074,0.95006,0.010768,0.018944,0.062771,0.030872,0.75921,207.7,142.2,7.6,10.1,132.74,1859.12,3.1289,1,2003,2002,2003,gini,5,預測為高於平均
2492,華新科       ,200312,9333,18.83,0.950915198264959,0.74901,1.0195,0.010831,0.01884,0.033081,0.026198,0.73941,167.56,124.29,3.03,2.92,-23.9,-17.15,-28.5714,0,2003,2002,2003,gini,5,預測為高於平均
2103,台橡         ,200312,8868,7.77,0.163898318329708,0.61085,0.41418,0.043033,0.070282,0.071838,0.050766,0.63322,117.31,71.54,6.87,9.16,321.06,1004.73,0.9009,1,2003,2002,2003,gini,5,預測為高於平均
3063,飛信         ,200312,8434,28.06,0.631141207014955,2.142,1.463,0.080256,0.13754,0.090082,0.093965,0.71379,85.56,71.43,17.59,4.6,-18.06,2.19,-45.9016,0,2003,2002,2003,gini,5,預測為高於平均
3010,華立         ,200312,8397,25.42,0.974221631238713,1.11,0.39994,0.098887,0.2042,0.069796,0.075617,1.065,167.06,121.14,6.97,3.56,-7.66,24.18,-7.081,0,2003,2002,2003,gini,5,預測為高於平均
3026,禾伸堂       ,200312,8235,27.23,0.553541573495533,1.1672,0.58097,0.079141,0.13039,0.090875,0.064907,0.64762,358.25,255.54,7.64,3.8,25.45,15.24,-16.3055,0,2003,2002,2003,gini,5,預測為高於平均
5305,敦南         ,200312,7983,14.65,0.887739215532716,1.0639,0.68715,0.086792,0.14404,0.10213,0.093052,0.65959,163.05,121.5,8.84,5.51,96.38,80.44,15.4266,1,2003,2002,2003,gini,5,預測為高於平均
2102,泰豐         ,200312,7948,19.32,0.0646335910508684,1.0131,1.0201,0.17632,0.29492,0.14207,0.2969,0.67269,187.52,152.27,6.82,4.42,19.59,163.24,-18.323,0,2003,2002,2003,gini,5,預測為高於平均
2908,特力         ,200312,7822,13.55,0.394534684233034,1.0052,0.25111,0.017116,0.035269,0.0017089,0.0093542,1.0606,206.25,174.84,31.46,7.19,-92.75,-79.04,-1.107,0,2003,2002,2003,gini,5,預測為高於平均
6505,台塑化       ,200412,481417,36.75,0.819422242231876,1.7181,0.88554,0.14207,0.28064,0.15991,0.14466,0.97536,211.6,113.5,8.79,11.25,156.7,165.42,13.6871,0,2004,2003,2004,gini,5,預測為高於平均
2303,聯電         ,200412,364735,18.13,0.202075096548432,1.1563,2.3824,0.084621,0.11575,0.16879,0.24648,0.36787,363.23,323.87,10.05,8.12,123.89,128.71,1.1583,0,2004,2003,2004,gini,5,預測為高於平均
2002,中鋼         ,200412,354023,17.55,0.453893465680522,0.9365,0.90046,0.19914,0.27893,0.32898,0.26902,0.40067,233.22,154.38,4.7,63.28,41.08,39.6,-16.0684,0,2004,2003,2004,gini,5,預測為高於平均
1303,南亞         ,200412,339353,28.92,0.427910919820171,1.1319,0.92249,0.12915,0.24241,0.12041,0.19868,0.877,182.07,107.89,6.18,6.78,100.2,153.14,6.9848,0,2004,2003,2004,gini,5,預測為高於平均
1326,台化         ,200412,295009,33.66,0.966052749611999,1.186,1.122,0.18844,0.29815,0.18734,0.28201,0.58219,198.56,117.57,5.99,13.56,102.68,133.15,4.1295,0,2004,2003,2004,gini,5,預測為高於平均
1301,台塑         ,200412,277692,30.65,0.620055054133474,1.154,1.1318,0.16414,0.2686,0.16016,0.26342,0.63637,196.31,127.53,7.74,18.23,147.03,118.89,7.6672,0,2004,2003,2004,gini,5,預測為高於平均
